"","X","transect","start_x","start_y","direction","x","y","specifiedInclProb","AdjustedInclProb","cluster","x.1","y.1","longitude","latitude"
"461",461,13,344613.191138533,6298961.78059977,294.545454545455,344632.141805103,6298953.12612033,0.000121423670108234,0.000121423670108234,"SPZ3","115 19.7165342163595","-33 26.254335886476","115.19.430E","33.26.153S"
"462",462,13,344613.191138533,6298961.78059977,294.545454545455,344622.666471818,6298957.45336005,0.000121423670108234,0.000121423670108234,"SPZ3","115 19.7104654466995","-33 26.2519126329181","115.19.426E","33.26.151S"
"463",463,13,344613.191138533,6298961.78059977,294.545454545455,344613.191138533,6298961.78059977,0.000121423670108234,0.000121423670108234,"SPZ3","115 19.7043966829195","-33 26.2494893745657","115.19.423E","33.26.150S"
"464",464,13,344613.191138533,6298961.78059977,294.545454545455,344603.715805248,6298966.10783949,0.000121423670108234,0.000121423670108234,"SPZ3","115 19.6983279248399","-33 26.2470661114261","115.19.419E","33.26.148S"
"465",465,13,344613.191138533,6298961.78059977,294.545454545455,344594.240471963,6298970.43507921,0.000121423670108234,0.000121423670108234,"SPZ3","115 19.6922591726402","-33 26.2446428434863","115.19.415E","33.26.147S"
"466",466,13,344613.191138533,6298961.78059977,294.545454545455,344584.765138678,6298974.76231893,0.000121423670108234,0.000121423670108234,"SPZ3","115 19.6861904262002","-33 26.2422195707579","115.19.412E","33.26.145S"
"467",467,13,344613.191138533,6298961.78059977,294.545454545455,344575.289805393,6298979.08955865,0.000121423670108234,0.000121423670108234,"SPZ3","115 19.6801216855199","-33 26.23979629323","115.19.408E","33.26.144S"
"468",468,13,344613.191138533,6298961.78059977,294.545454545455,344565.814472108,6298983.41679837,0.000121423670108234,0.000121423670108234,"SPZ3","115 19.6740529507195","-33 26.2373730109202","115.19.404E","33.26.142S"
"469",469,13,344613.191138533,6298961.78059977,294.545454545455,344556.339138823,6298987.74403808,0.000121423670108234,0.000121423670108234,"SPZ3","115 19.6679842216797","-33 26.2349497238101","115.19.401E","33.26.141S"
"470",470,13,344613.191138533,6298961.78059977,294.545454545455,344546.863805538,6298992.0712778,0.000121423670108234,0.000121423670108234,"SPZ3","115 19.6619154983996","-33 26.2325264319062","115.19.397E","33.26.140S"
"471",471,13,344613.191138533,6298961.78059977,294.545454545455,344537.388472253,6298996.39851752,0.000121423670108234,0.000121423670108234,"SPZ3","115 19.6558467809402","-33 26.230103135214","115.19.394E","33.26.138S"
"472",472,13,344613.191138533,6298961.78059977,294.545454545455,344527.913138969,6299000.72575724,0.000121423670108234,0.000121423670108234,"SPZ3","115 19.6497780692996","-33 26.2276798337281","115.19.390E","33.26.137S"
"473",473,13,344613.191138533,6298961.78059977,294.545454545455,344518.437805684,6299005.05299696,0.000121423670108234,0.000121423670108234,"SPZ3","115 19.6437093634197","-33 26.2252565274478","115.19.386E","33.26.135S"
"474",474,13,344613.191138533,6298961.78059977,294.545454545455,344508.962472399,6299009.38023668,0.000121423670108234,0.000121423670108234,"SPZ3","115 19.6376406633596","-33 26.2228332163742","115.19.383E","33.26.134S"
"475",475,13,344613.191138533,6298961.78059977,294.545454545455,344499.487139114,6299013.7074764,0.000121423670108234,0.000121423670108234,"SPZ3","115 19.6315719690601","-33 26.220409900512","115.19.379E","33.26.132S"
"476",476,14,332781.191138533,6303947.78059977,0,332781.191138533,6303822.78059977,0.00010521951068494,0.00010521951068494,"SPZ4","115 12.1247161110601","-33 23.5132420212181","115.12.75E","33.23.308S"
"477",477,14,332781.191138533,6303947.78059977,0,332781.191138533,6303833.19726644,0.00010521951068494,0.00010521951068494,"SPZ4","115 12.1248321541798","-33 23.5076074245961","115.12.75E","33.23.305S"
"478",478,14,332781.191138533,6303947.78059977,0,332781.191138533,6303843.61393311,0.00010521951068494,0.00010521951068494,"SPZ4","115 12.1249481967","-33 23.5019728278901","115.12.75E","33.23.301S"
"479",479,14,332781.191138533,6303947.78059977,0,332781.191138533,6303854.03059977,0.00010521951068494,0.00010521951068494,"SPZ4","115 12.12506423874","-33 23.4963382310882","115.12.75E","33.23.298S"
"480",480,14,332781.191138533,6303947.78059977,0,332781.191138533,6303864.44726644,0.00010521951068494,0.00010521951068494,"SPZ4","115 12.1251802801795","-33 23.490703634196","115.12.75E","33.23.294S"
"481",481,14,332781.191138533,6303947.78059977,0,332781.191138533,6303874.86393311,0.00010521951068494,0.00010521951068494,"SPZ4","115 12.1252963211397","-33 23.485069037214","115.12.75E","33.23.291S"
"482",482,14,332781.191138533,6303947.78059977,0,332781.191138533,6303885.28059977,0.00010521951068494,0.00010521951068494,"SPZ4","115 12.1254123615004","-33 23.4794344401358","115.12.75E","33.23.288S"
"483",483,14,332781.191138533,6303947.78059977,0,332781.191138533,6303895.69726644,0.00010521951068494,0.00010521951068494,"SPZ4","115 12.1255284013799","-33 23.4737998429742","115.12.75E","33.23.284S"
"484",484,14,332781.191138533,6303947.78059977,0,332781.191138533,6303906.11393311,0.00010521951068494,0.00010521951068494,"SPZ4","115 12.1256444406599","-33 23.468165245716","115.12.75E","33.23.281S"
"485",485,14,332781.191138533,6303947.78059977,0,332781.191138533,6303916.53059977,0.00010521951068494,0.00010521951068494,"SPZ4","115 12.1257604794606","-33 23.4625306483678","115.12.75E","33.23.278S"
"486",486,14,332781.191138533,6303947.78059977,0,332781.191138533,6303926.94726644,0.00010521951068494,0.00010521951068494,"SPZ4","115 12.12587651772","-33 23.4568960509239","115.12.76E","33.23.274S"
"487",487,14,332781.191138533,6303947.78059977,0,332781.191138533,6303937.36393311,0.00010521951068494,0.00010521951068494,"SPZ4","115 12.1259925553798","-33 23.451261453396","115.12.76E","33.23.271S"
"488",488,14,332781.191138533,6303947.78059977,0,332781.191138533,6303947.78059977,0.00010521951068494,0.00010521951068494,"SPZ4","115 12.1261085925595","-33 23.4456268557721","115.12.76E","33.23.267S"
"489",489,14,332781.191138533,6303947.78059977,0,332781.191138533,6303958.19726644,0.00010521951068494,0.00010521951068494,"SPZ4","115 12.1262246292007","-33 23.4399922580582","115.12.76E","33.23.264S"
"490",490,14,332781.191138533,6303947.78059977,0,332781.191138533,6303968.61393311,0.00010521951068494,0.00010521951068494,"SPZ4","115 12.1263406652996","-33 23.4343576602538","115.12.76E","33.23.261S"
"491",491,14,332781.191138533,6303947.78059977,0,332781.191138533,6303979.03059977,0.00010521951068494,0.00010521951068494,"SPZ4","115 12.1264567008601","-33 23.4287230623542","115.12.76E","33.23.257S"
"492",492,14,332781.191138533,6303947.78059977,0,332781.191138533,6303989.44726644,0.00010521951068494,0.00010521951068494,"SPZ4","115 12.1265727358802","-33 23.4230884643701","115.12.76E","33.23.254S"
"493",493,14,332781.191138533,6303947.78059977,0,332781.191138533,6303999.86393311,0.00010521951068494,0.00010521951068494,"SPZ4","115 12.12668877036","-33 23.41745386629","115.12.76E","33.23.250S"
"494",494,14,332781.191138533,6303947.78059977,0,332781.191138533,6304010.28059977,0.00010521951068494,0.00010521951068494,"SPZ4","115 12.1268048042402","-33 23.4118192681199","115.12.76E","33.23.247S"
"495",495,14,332781.191138533,6303947.78059977,0,332781.191138533,6304020.69726644,0.00010521951068494,0.00010521951068494,"SPZ4","115 12.1269208376403","-33 23.406184669854","115.12.76E","33.23.244S"
"496",496,14,332781.191138533,6303947.78059977,0,332781.191138533,6304031.11393311,0.00010521951068494,0.00010521951068494,"SPZ4","115 12.1270368704999","-33 23.4005500714981","115.12.76E","33.23.240S"
"497",497,14,332781.191138533,6303947.78059977,0,332781.191138533,6304041.53059977,0.00010521951068494,0.00010521951068494,"SPZ4","115 12.1271529028202","-33 23.3949154730578","115.12.76E","33.23.237S"
"498",498,14,332781.191138533,6303947.78059977,0,332781.191138533,6304051.94726644,0.00010521951068494,0.00010521951068494,"SPZ4","115 12.1272689346602","-33 23.389280874522","115.12.76E","33.23.234S"
"499",499,14,332781.191138533,6303947.78059977,0,332781.191138533,6304062.36393311,0.00010521951068494,0.00010521951068494,"SPZ4","115 12.1273849658998","-33 23.3836462758899","115.12.76E","33.23.230S"
"500",500,14,332781.191138533,6303947.78059977,0,332781.191138533,6304072.78059977,0.00010521951068494,0.00010521951068494,"SPZ4","115 12.1275009965999","-33 23.3780116771741","115.12.77E","33.23.227S"
"501",501,15,326981.191138533,6300623.78059977,130.909090909091,326886.722441739,6300705.63819152,0.00010521951068494,0.00010521951068494,"SPZ5","115 8.28785387021975","-33 25.1432543979179","115.8.173E","33.25.86S"
"502",502,15,326981.191138533,6300623.78059977,130.909090909091,326894.594833138,6300698.81672554,0.00010521951068494,0.00010521951068494,"SPZ5","115 8.29285291392007","-33 25.1470203611282","115.8.176E","33.25.88S"
"503",503,15,326981.191138533,6300623.78059977,130.909090909091,326902.467224538,6300691.99525956,0.00010521951068494,0.00010521951068494,"SPZ5","115 8.29785196494001","-33 25.150786321194","115.8.179E","33.25.90S"
"504",504,15,326981.191138533,6300623.78059977,130.909090909091,326910.339615937,6300685.17379358,0.00010521951068494,0.00010521951068494,"SPZ5","115 8.30285102316023","-33 25.1545522781159","115.8.182E","33.25.93S"
"505",505,15,326981.191138533,6300623.78059977,130.909090909091,326918.212007337,6300678.3523276,0.00010521951068494,0.00010521951068494,"SPZ5","115 8.30785008857977","-33 25.1583182318883","115.8.185E","33.25.95S"
"506",506,15,326981.191138533,6300623.78059977,130.909090909091,326926.084398736,6300671.53086162,0.00010521951068494,0.00010521951068494,"SPZ5","115 8.31284916125975","-33 25.1620841825097","115.8.188E","33.25.97S"
"507",507,15,326981.191138533,6300623.78059977,130.909090909091,326933.956790136,6300664.70939564,0.00010521951068494,0.00010521951068494,"SPZ5","115 8.31784824114002","-33 25.1658501299882","115.8.191E","33.25.100S"
"508",508,15,326981.191138533,6300623.78059977,130.909090909091,326941.829181535,6300657.88792966,0.00010521951068494,0.00010521951068494,"SPZ5","115 8.32284732827975","-33 25.1696160743159","115.8.194E","33.25.102S"
"509",509,15,326981.191138533,6300623.78059977,130.909090909091,326949.701572935,6300651.06646369,0.00010521951068494,0.00010521951068494,"SPZ5","115 8.32784642262074","-33 25.1733820155001","115.8.197E","33.25.104S"
"510",510,15,326981.191138533,6300623.78059977,130.909090909091,326957.573964334,6300644.24499771,0.00010521951068494,0.00010521951068494,"SPZ5","115 8.33284552422022","-33 25.1771479535399","115.8.200E","33.25.106S"
"511",511,15,326981.191138533,6300623.78059977,130.909090909091,326965.446355734,6300637.42353173,0.00010521951068494,0.00010521951068494,"SPZ5","115 8.33784463308014","-33 25.1809138884302","115.8.203E","33.25.109S"
"512",512,15,326981.191138533,6300623.78059977,130.909090909091,326973.318747133,6300630.60206575,0.00010521951068494,0.00010521951068494,"SPZ5","115 8.34284374914035","-33 25.1846798201698","115.8.206E","33.25.111S"
"513",513,15,326981.191138533,6300623.78059977,130.909090909091,326981.191138533,6300623.78059977,0.00010521951068494,0.00010521951068494,"SPZ5","115 8.34784287239987","-33 25.1884457487659","115.8.209E","33.25.113S"
"514",514,15,326981.191138533,6300623.78059977,130.909090909091,326989.063529933,6300616.95913379,0.00010521951068494,0.00010521951068494,"SPZ5","115 8.35284200291984","-33 25.192211674212","115.8.212E","33.25.115S"
"515",515,15,326981.191138533,6300623.78059977,130.909090909091,326996.935921332,6300610.13766782,0.00010521951068494,0.00010521951068494,"SPZ5","115 8.35784114064008","-33 25.1959775965142","115.8.215E","33.25.118S"
"516",516,15,326981.191138533,6300623.78059977,130.909090909091,327004.808312732,6300603.31620184,0.00010521951068494,0.00010521951068494,"SPZ5","115 8.36284028562077","-33 25.1997435156661","115.8.218E","33.25.120S"
"517",517,15,326981.191138533,6300623.78059977,130.909090909091,327012.680704131,6300596.49473586,0.00010521951068494,0.00010521951068494,"SPZ5","115 8.36783943785995","-33 25.203509431668","115.8.221E","33.25.122S"
"518",518,15,326981.191138533,6300623.78059977,130.909090909091,327020.553095531,6300589.67326988,0.00010521951068494,0.00010521951068494,"SPZ5","115 8.37283859730038","-33 25.2072753445262","115.8.224E","33.25.124S"
"519",519,15,326981.191138533,6300623.78059977,130.909090909091,327028.42548693,6300582.8518039,0.00010521951068494,0.00010521951068494,"SPZ5","115 8.37783776400029","-33 25.2110412542403","115.8.227E","33.25.127S"
"520",520,15,326981.191138533,6300623.78059977,130.909090909091,327036.29787833,6300576.03033792,0.00010521951068494,0.00010521951068494,"SPZ5","115 8.38283693789951","-33 25.214807160804","115.8.230E","33.25.129S"
"521",521,15,326981.191138533,6300623.78059977,130.909090909091,327044.170269729,6300569.20887194,0.00010521951068494,0.00010521951068494,"SPZ5","115 8.38783611899999","-33 25.2185730642178","115.8.233E","33.25.131S"
"522",522,15,326981.191138533,6300623.78059977,130.909090909091,327052.042661129,6300562.38740596,0.00010521951068494,0.00010521951068494,"SPZ5","115 8.39283530735993","-33 25.2223389644879","115.8.236E","33.25.133S"
"523",523,15,326981.191138533,6300623.78059977,130.909090909091,327059.915052528,6300555.56593999,0.00010521951068494,0.00010521951068494,"SPZ5","115 8.39783450297934","-33 25.2261048616082","115.8.239E","33.25.136S"
"524",524,15,326981.191138533,6300623.78059977,130.909090909091,327067.787443928,6300548.74447401,0.00010521951068494,0.00010521951068494,"SPZ5","115 8.4028337058","-33 25.2298707555839","115.8.242E","33.25.138S"
"525",525,15,326981.191138533,6300623.78059977,130.909090909091,327075.659835327,6300541.92300803,0.00010521951068494,0.00010521951068494,"SPZ5","115 8.40783291588014","-33 25.23363664641","115.8.245E","33.25.140S"
"526",526,16,350413.191138533,6305609.78059977,98.1818181818182,350289.463458298,6305627.56995456,0.000121423670108234,0.000121423670108234,"SPZ6","115 23.4334447259404","-33 22.6919552942459","115.23.260E","33.22.415S"
"527",527,16,350413.191138533,6305609.78059977,98.1818181818182,350299.774098317,6305626.08750832,0.000121423670108234,0.000121423670108234,"SPZ6","115 23.44007825382","-33 22.6928434814698","115.23.264E","33.22.416S"
"528",528,16,350413.191138533,6305609.78059977,98.1818181818182,350310.084738337,6305624.60506209,0.000121423670108234,0.000121423670108234,"SPZ6","115 23.4467117841598","-33 22.6937316628503","115.23.268E","33.22.416S"
"529",529,16,350413.191138533,6305609.78059977,98.1818181818182,350320.395378357,6305623.12261586,0.000121423670108234,0.000121423670108234,"SPZ6","115 23.45334531702","-33 22.694619838386","115.23.272E","33.22.417S"
"530",530,16,350413.191138533,6305609.78059977,98.1818181818182,350330.706018376,6305621.64016963,0.000121423670108234,0.000121423670108234,"SPZ6","115 23.4599788523997","-33 22.6955080080719","115.23.276E","33.22.417S"
"531",531,16,350413.191138533,6305609.78059977,98.1818181818182,350341.016658396,6305620.1577234,0.000121423670108234,0.000121423670108234,"SPZ6","115 23.4666123902396","-33 22.6963961719201","115.23.280E","33.22.418S"
"532",532,16,350413.191138533,6305609.78059977,98.1818181818182,350351.327298415,6305618.67527716,0.000121423670108234,0.000121423670108234,"SPZ6","115 23.4732459305999","-33 22.6972843299118","115.23.284E","33.22.418S"
"533",533,16,350413.191138533,6305609.78059977,98.1818181818182,350361.637938435,6305617.19283093,0.000121423670108234,0.000121423670108234,"SPZ6","115 23.4798794734204","-33 22.698172482066","115.23.288E","33.22.419S"
"534",534,16,350413.191138533,6305609.78059977,98.1818181818182,350371.948578455,6305615.7103847,0.000121423670108234,0.000121423670108234,"SPZ6","115 23.4865130187594","-33 22.6990606283699","115.23.292E","33.22.419S"
"535",535,16,350413.191138533,6305609.78059977,98.1818181818182,350382.259218474,6305614.22793847,0.000121423670108234,0.000121423670108234,"SPZ6","115 23.4931465666198","-33 22.6999487688239","115.23.296E","33.22.420S"
"536",536,16,350413.191138533,6305609.78059977,98.1818181818182,350392.569858494,6305612.74549224,0.000121423670108234,0.000121423670108234,"SPZ6","115 23.4997801169404","-33 22.7008369034399","115.23.300E","33.22.421S"
"537",537,16,350413.191138533,6305609.78059977,98.1818181818182,350402.880498513,6305611.263046,0.000121423670108234,0.000121423670108234,"SPZ6","115 23.5064136697203","-33 22.701725032206","115.23.304E","33.22.421S"
"538",538,16,350413.191138533,6305609.78059977,98.1818181818182,350413.191138533,6305609.78059977,0.000121423670108234,0.000121423670108234,"SPZ6","115 23.5130472250797","-33 22.7026131551218","115.23.308E","33.22.422S"
"539",539,16,350413.191138533,6305609.78059977,98.1818181818182,350423.501778553,6305608.29815354,0.000121423670108234,0.000121423670108234,"SPZ6","115 23.5196807828402","-33 22.703501272194","115.23.312E","33.22.422S"
"540",540,16,350413.191138533,6305609.78059977,98.1818181818182,350433.812418572,6305606.81570731,0.000121423670108234,0.000121423670108234,"SPZ6","115 23.5263143431793","-33 22.7043893834222","115.23.316E","33.22.423S"
"541",541,16,350413.191138533,6305609.78059977,98.1818181818182,350444.123058592,6305605.33326108,0.000121423670108234,0.000121423670108234,"SPZ6","115 23.5329479059796","-33 22.7052774888003","115.23.320E","33.22.423S"
"542",542,16,350413.191138533,6305609.78059977,98.1818181818182,350454.433698611,6305603.85081484,0.000121423670108234,0.000121423670108234,"SPZ6","115 23.5395814712402","-33 22.7061655883401","115.23.324E","33.22.424S"
"543",543,16,350413.191138533,6305609.78059977,98.1818181818182,350464.744338631,6305602.36836861,0.000121423670108234,0.000121423670108234,"SPZ6","115 23.5462150390202","-33 22.707053682024","115.23.328E","33.22.424S"
"544",544,16,350413.191138533,6305609.78059977,98.1818181818182,350475.054978651,6305600.88592238,0.000121423670108234,0.000121423670108234,"SPZ6","115 23.5528486093205","-33 22.7079417698638","115.23.332E","33.22.425S"
"545",545,16,350413.191138533,6305609.78059977,98.1818181818182,350485.36561867,6305599.40347615,0.000121423670108234,0.000121423670108234,"SPZ6","115 23.5594821820802","-33 22.7088298518601","115.23.336E","33.22.425S"
"546",546,16,350413.191138533,6305609.78059977,98.1818181818182,350495.67625869,6305597.92102992,0.000121423670108234,0.000121423670108234,"SPZ6","115 23.5661157573602","-33 22.7097179280121","115.23.340E","33.22.426S"
"547",547,16,350413.191138533,6305609.78059977,98.1818181818182,350505.986898709,6305596.43858368,0.000121423670108234,0.000121423670108234,"SPZ6","115 23.5727493351005","-33 22.710605998314","115.23.344E","33.22.426S"
"548",548,16,350413.191138533,6305609.78059977,98.1818181818182,350516.297538729,6305594.95613745,0.000121423670108234,0.000121423670108234,"SPZ6","115 23.5793829153593","-33 22.711494062766","115.23.348E","33.22.427S"
"549",549,16,350413.191138533,6305609.78059977,98.1818181818182,350526.608178749,6305593.47369122,0.000121423670108234,0.000121423670108234,"SPZ6","115 23.5860164980802","-33 22.7123821213798","115.23.352E","33.22.427S"
"550",550,16,350413.191138533,6305609.78059977,98.1818181818182,350536.918818768,6305591.99124499,0.000121423670108234,0.000121423670108234,"SPZ6","115 23.5926500833196","-33 22.7132701741437","115.23.356E","33.22.428S"
"551",551,1,335797.191138533,6290651.78059977,98.1818181818182,335673.463458298,6290669.56995456,0.00029890734296532,0.00029890734296532,"SPZ7","115 13.8453625533594","-33 30.6549353242682","115.13.507E","33.30.393S"
"552",552,1,335797.191138533,6290651.78059977,98.1818181818182,335683.774098317,6290668.08750832,0.00029890734296532,0.00029890734296532,"SPZ7","115 13.8520041148799","-33 30.655832317554","115.13.511E","33.30.393S"
"553",553,1,335797.191138533,6290651.78059977,98.1818181818182,335694.084738337,6290666.60506209,0.00029890734296532,0.00029890734296532,"SPZ7","115 13.85864567898","-33 30.6567293049777","115.13.515E","33.30.394S"
"554",554,1,335797.191138533,6290651.78059977,98.1818181818182,335704.395378357,6290665.12261586,0.00029890734296532,0.00029890734296532,"SPZ7","115 13.8652872456005","-33 30.6576262865342","115.13.519E","33.30.395S"
"555",555,1,335797.191138533,6290651.78059977,98.1818181818182,335714.706018376,6290663.64016963,0.00029890734296532,0.00029890734296532,"SPZ7","115 13.8719288147996","-33 30.6585232622281","115.13.523E","33.30.395S"
"556",556,1,335797.191138533,6290651.78059977,98.1818181818182,335725.016658396,6290662.1577234,0.00029890734296532,0.00029890734296532,"SPZ7","115 13.8785703865802","-33 30.659420232054","115.13.527E","33.30.396S"
"557",557,1,335797.191138533,6290651.78059977,98.1818181818182,335735.327298415,6290660.67527716,0.00029890734296532,0.00029890734296532,"SPZ7","115 13.8852119608792","-33 30.6603171960121","115.13.531E","33.30.396S"
"558",558,1,335797.191138533,6290651.78059977,98.1818181818182,335745.637938435,6290659.19283093,0.00029890734296532,0.00029890734296532,"SPZ7","115 13.8918535376996","-33 30.6612141541082","115.13.535E","33.30.397S"
"559",559,1,335797.191138533,6290651.78059977,98.1818181818182,335755.948578455,6290657.7103847,0.00029890734296532,0.00029890734296532,"SPZ7","115 13.8984951171597","-33 30.6621111063418","115.13.539E","33.30.397S"
"560",560,1,335797.191138533,6290651.78059977,98.1818181818182,335766.259218474,6290656.22793847,0.00029890734296532,0.00029890734296532,"SPZ7","115 13.9051366991393","-33 30.663008052708","115.13.543E","33.30.398S"
"561",561,1,335797.191138533,6290651.78059977,98.1818181818182,335776.569858494,6290654.74549224,0.00029890734296532,0.00029890734296532,"SPZ7","115 13.9117782836392","-33 30.6639049931997","115.13.547E","33.30.398S"
"562",562,1,335797.191138533,6290651.78059977,98.1818181818182,335786.880498513,6290653.263046,0.00029890734296532,0.00029890734296532,"SPZ7","115 13.9184198707197","-33 30.6648019278359","115.13.551E","33.30.399S"
"563",563,1,335797.191138533,6290651.78059977,98.1818181818182,335797.191138533,6290651.78059977,0.00029890734296532,0.00029890734296532,"SPZ7","115 13.9250614603797","-33 30.6656988566038","115.13.555E","33.30.399S"
"564",564,1,335797.191138533,6290651.78059977,98.1818181818182,335807.501778553,6290650.29815354,0.00029890734296532,0.00029890734296532,"SPZ7","115 13.9317030525601","-33 30.6665957795041","115.13.559E","33.30.400S"
"565",565,1,335797.191138533,6290651.78059977,98.1818181818182,335817.812418572,6290648.81570731,0.00029890734296532,0.00029890734296532,"SPZ7","115 13.9383446473201","-33 30.667492696542","115.13.563E","33.30.400S"
"566",566,1,335797.191138533,6290651.78059977,98.1818181818182,335828.123058592,6290647.33326108,0.00029890734296532,0.00029890734296532,"SPZ7","115 13.9449862445996","-33 30.668389607712","115.13.567E","33.30.401S"
"567",567,1,335797.191138533,6290651.78059977,98.1818181818182,335838.433698611,6290645.85081484,0.00029890734296532,0.00029890734296532,"SPZ7","115 13.9516278445197","-33 30.6692865130201","115.13.571E","33.30.402S"
"568",568,1,335797.191138533,6290651.78059977,98.1818181818182,335848.744338631,6290644.36836861,0.00029890734296532,0.00029890734296532,"SPZ7","115 13.9582694469","-33 30.6701834124542","115.13.575E","33.30.402S"
"569",569,1,335797.191138533,6290651.78059977,98.1818181818182,335859.054978651,6290642.88592238,0.00029890734296532,0.00029890734296532,"SPZ7","115 13.96491105186","-33 30.6710803060317","115.13.579E","33.30.403S"
"570",570,1,335797.191138533,6290651.78059977,98.1818181818182,335869.36561867,6290641.40347615,0.00029890734296532,0.00029890734296532,"SPZ7","115 13.9715526594004","-33 30.671977193736","115.13.583E","33.30.403S"
"571",571,1,335797.191138533,6290651.78059977,98.1818181818182,335879.67625869,6290639.92102992,0.00029890734296532,0.00029890734296532,"SPZ7","115 13.9781942694603","-33 30.6728740755781","115.13.587E","33.30.404S"
"572",572,1,335797.191138533,6290651.78059977,98.1818181818182,335889.986898709,6290638.43858368,0.00029890734296532,0.00029890734296532,"SPZ7","115 13.9848358820998","-33 30.673770951558","115.13.591E","33.30.404S"
"573",573,1,335797.191138533,6290651.78059977,98.1818181818182,335900.297538729,6290636.95613745,0.00029890734296532,0.00029890734296532,"SPZ7","115 13.9914774973207","-33 30.6746678216642","115.13.595E","33.30.405S"
"574",574,1,335797.191138533,6290651.78059977,98.1818181818182,335910.608178749,6290635.47369122,0.00029890734296532,0.00029890734296532,"SPZ7","115 13.9981191150602","-33 30.675564685914","115.13.599E","33.30.405S"
"575",575,1,335797.191138533,6290651.78059977,98.1818181818182,335920.918818768,6290633.99124499,0.00029890734296532,0.00029890734296532,"SPZ7","115 14.00476073532","-33 30.67646154429","115.14.3E","33.30.406S"
"576",576,2,324893.191138533,6293421.78059977,32.7272727272727,324825.611036351,6293316.62390817,0.000599431964978597,0.000599431964978597,"SPZ8","115 6.87193022105979","-33 29.119816636542","115.6.523E","33.29.72S"
"577",577,2,324893.191138533,6293421.78059977,32.7272727272727,324831.242711533,6293325.3869658,0.000599431964978597,0.000599431964978597,"SPZ8","115 6.87566818812047","-33 29.1151321411438","115.6.525E","33.29.69S"
"578",578,2,324893.191138533,6293421.78059977,32.7272727272727,324836.874386715,6293334.15002344,0.000599431964978597,0.000599431964978597,"SPZ8","115 6.87940614833982","-33 29.1104476435801","115.6.528E","33.29.66S"
"579",579,2,324893.191138533,6293421.78059977,32.7272727272727,324842.506061897,6293342.91308107,0.000599431964978597,0.000599431964978597,"SPZ8","115 6.88314410177991","-33 29.1057631438382","115.6.530E","33.29.63S"
"580",580,2,324893.191138533,6293421.78059977,32.7272727272727,324848.137737078,6293351.6761387,0.000599431964978597,0.000599431964978597,"SPZ8","115 6.88688204837963","-33 29.10107864193","115.6.532E","33.29.61S"
"581",581,2,324893.191138533,6293421.78059977,32.7272727272727,324853.76941226,6293360.43919634,0.000599431964978597,0.000599431964978597,"SPZ8","115 6.89061998813995","-33 29.09639413785","115.6.534E","33.29.58S"
"582",582,2,324893.191138533,6293421.78059977,32.7272727272727,324859.401087442,6293369.20225397,0.000599431964978597,0.000599431964978597,"SPZ8","115 6.8943579210599","-33 29.0917096316038","115.6.537E","33.29.55S"
"583",583,2,324893.191138533,6293421.78059977,32.7272727272727,324865.032762624,6293377.9653116,0.000599431964978597,0.000599431964978597,"SPZ8","115 6.89809584714045","-33 29.0870251231798","115.6.539E","33.29.52S"
"584",584,2,324893.191138533,6293421.78059977,32.7272727272727,324870.664437806,6293386.72836924,0.000599431964978597,0.000599431964978597,"SPZ8","115 6.90183376643981","-33 29.0823406125901","115.6.541E","33.29.49S"
"585",585,2,324893.191138533,6293421.78059977,32.7272727272727,324876.296112988,6293395.49142687,0.000599431964978597,0.000599431964978597,"SPZ8","115 6.90557167890074","-33 29.0776560998342","115.6.543E","33.29.47S"
"586",586,2,324893.191138533,6293421.78059977,32.7272727272727,324881.927788169,6293404.2544845,0.000599431964978597,0.000599431964978597,"SPZ8","115 6.90930958452033","-33 29.0729715849001","115.6.546E","33.29.44S"
"587",587,2,324893.191138533,6293421.78059977,32.7272727272727,324887.559463351,6293413.01754214,0.000599431964978597,0.000599431964978597,"SPZ8","115 6.91304748329955","-33 29.0682870678","115.6.548E","33.29.41S"
"588",588,2,324893.191138533,6293421.78059977,32.7272727272727,324893.191138533,6293421.78059977,0.000599431964978597,0.000599431964978597,"SPZ8","115 6.91678537523937","-33 29.0636025485279","115.6.550E","33.29.38S"
"589",589,2,324893.191138533,6293421.78059977,32.7272727272727,324898.822813715,6293430.54365741,0.000599431964978597,0.000599431964978597,"SPZ8","115 6.92052326039993","-33 29.0589180270841","115.6.552E","33.29.35S"
"590",590,2,324893.191138533,6293421.78059977,32.7272727272727,324904.454488897,6293439.30671504,0.000599431964978597,0.000599431964978597,"SPZ8","115 6.92426113872013","-33 29.0542335034678","115.6.555E","33.29.33S"
"591",591,2,324893.191138533,6293421.78059977,32.7272727272727,324910.086164079,6293448.06977267,0.000599431964978597,0.000599431964978597,"SPZ8","115 6.92799901019995","-33 29.049548977686","115.6.557E","33.29.30S"
"592",592,2,324893.191138533,6293421.78059977,32.7272727272727,324915.71783926,6293456.83283031,0.000599431964978597,0.000599431964978597,"SPZ8","115 6.93173687484038","-33 29.0448644497318","115.6.559E","33.29.27S"
"593",593,2,324893.191138533,6293421.78059977,32.7272727272727,324921.349514442,6293465.59588794,0.000599431964978597,0.000599431964978597,"SPZ8","115 6.93547473263946","-33 29.0401799196062","115.6.561E","33.29.24S"
