"","X","transect","start_x","start_y","direction","x","y","specifiedInclProb","AdjustedInclProb","cluster","x.1","y.1","longitude","latitude"
"594",594,2,324893.191138533,6293421.78059977,32.7272727272727,324926.981189624,6293474.35894557,0.000599431964978597,0.000599431964978597,"SPZ8","115 6.93921258366026","-33 29.0354953873139","115.6.564E","33.29.21S"
"595",595,2,324893.191138533,6293421.78059977,32.7272727272727,324932.612864806,6293483.12200321,0.000599431964978597,0.000599431964978597,"SPZ8","115 6.9429504278407","-33 29.0308108528499","115.6.566E","33.29.18S"
"596",596,2,324893.191138533,6293421.78059977,32.7272727272727,324938.244539988,6293491.88506084,0.000599431964978597,0.000599431964978597,"SPZ8","115 6.94668826517979","-33 29.026126316214","115.6.568E","33.29.16S"
"597",597,2,324893.191138533,6293421.78059977,32.7272727272727,324943.876215169,6293500.64811847,0.000599431964978597,0.000599431964978597,"SPZ8","115 6.95042609568045","-33 29.0214417774058","115.6.570E","33.29.13S"
"598",598,2,324893.191138533,6293421.78059977,32.7272727272727,324949.507890351,6293509.41117611,0.000599431964978597,0.000599431964978597,"SPZ8","115 6.95416391933977","-33 29.0167572364318","115.6.572E","33.29.10S"
"599",599,2,324893.191138533,6293421.78059977,32.7272727272727,324955.139565533,6293518.17423374,0.000599431964978597,0.000599431964978597,"SPZ8","115 6.95790173621984","-33 29.0120726932861","115.6.575E","33.29.7S"
"600",600,2,324893.191138533,6293421.78059977,32.7272727272727,324960.771240715,6293526.93729138,0.000599431964978597,0.000599431964978597,"SPZ8","115 6.96163954625954","-33 29.0073881479679","115.6.577E","33.29.4S"
"601",601,3,346701.191138533,6292590.78059977,65.4545454545455,346587.487139114,6292538.85372315,0.000327512243790629,0.000327512243790629,"SPZ9","115 20.9123673743394","-33 29.7410796981121","115.20.547E","33.29.445S"
"602",602,3,346701.191138533,6292590.78059977,65.4545454545455,346596.962472399,6292543.18096287,0.000327512243790629,0.000327512243790629,"SPZ9","115 20.9185296346201","-33 29.738820415062","115.20.551E","33.29.443S"
"603",603,3,346701.191138533,6292590.78059977,65.4545454545455,346606.437805684,6292547.50820258,0.000327512243790629,0.000327512243790629,"SPZ9","115 20.9246918897998","-33 29.7365611267259","115.20.555E","33.29.442S"
"604",604,3,346701.191138533,6292590.78059977,65.4545454545455,346615.913138969,6292551.8354423,0.000327512243790629,0.000327512243790629,"SPZ9","115 20.9308541397603","-33 29.734301833098","115.20.559E","33.29.441S"
"605",605,3,346701.191138533,6292590.78059977,65.4545454545455,346625.388472253,6292556.16268202,0.000327512243790629,0.000327512243790629,"SPZ9","115 20.9370163846198","-33 29.732042534184","115.20.562E","33.29.439S"
"606",606,3,346701.191138533,6292590.78059977,65.4545454545455,346634.863805538,6292560.48992174,0.000327512243790629,0.000327512243790629,"SPZ9","115 20.9431786242601","-33 29.7297832299839","115.20.566E","33.29.438S"
"607",607,3,346701.191138533,6292590.78059977,65.4545454545455,346644.339138823,6292564.81716146,0.000327512243790629,0.000327512243790629,"SPZ9","115 20.9493408588004","-33 29.7275239204981","115.20.570E","33.29.437S"
"608",608,3,346701.191138533,6292590.78059977,65.4545454545455,346653.814472108,6292569.14440118,0.000327512243790629,0.000327512243790629,"SPZ9","115 20.9555030881204","-33 29.725264605726","115.20.573E","33.29.435S"
"609",609,3,346701.191138533,6292590.78059977,65.4545454545455,346663.289805393,6292573.4716409,0.000327512243790629,0.000327512243790629,"SPZ9","115 20.9616653123395","-33 29.7230052856682","115.20.577E","33.29.434S"
"610",610,3,346701.191138533,6292590.78059977,65.4545454545455,346672.765138678,6292577.79888062,0.000327512243790629,0.000327512243790629,"SPZ9","115 20.9678275313995","-33 29.720745960324","115.20.581E","33.29.432S"
"611",611,3,346701.191138533,6292590.78059977,65.4545454545455,346682.240471963,6292582.12612033,0.000327512243790629,0.000327512243790629,"SPZ9","115 20.9739897452402","-33 29.7184866296942","115.20.584E","33.29.431S"
"612",612,3,346701.191138533,6292590.78059977,65.4545454545455,346691.715805248,6292586.45336005,0.000327512243790629,0.000327512243790629,"SPZ9","115 20.9801519539799","-33 29.716227293772","115.20.588E","33.29.430S"
"613",613,3,346701.191138533,6292590.78059977,65.4545454545455,346701.191138533,6292590.78059977,0.000327512243790629,0.000327512243790629,"SPZ9","115 20.9863141575605","-33 29.7139679525698","115.20.592E","33.29.428S"
"614",614,3,346701.191138533,6292590.78059977,65.4545454545455,346710.666471818,6292595.10783949,0.000327512243790629,0.000327512243790629,"SPZ9","115 20.9924763559199","-33 29.711708606076","115.20.595E","33.29.427S"
"615",615,3,346701.191138533,6292590.78059977,65.4545454545455,346720.141805103,6292599.43507921,0.000327512243790629,0.000327512243790629,"SPZ9","115 20.9986385491803","-33 29.7094492542962","115.20.599E","33.29.426S"
"616",616,3,346701.191138533,6292590.78059977,65.4545454545455,346729.617138388,6292603.76231893,0.000327512243790629,0.000327512243790629,"SPZ9","115 21.0048007372806","-33 29.70718989723","115.21.3E","33.29.424S"
"617",617,3,346701.191138533,6292590.78059977,65.4545454545455,346739.092471673,6292608.08955865,0.000327512243790629,0.000327512243790629,"SPZ9","115 21.0109629202198","-33 29.7049305348841","115.21.7E","33.29.423S"
"618",618,3,346701.191138533,6292590.78059977,65.4545454545455,346748.567804958,6292612.41679837,0.000327512243790629,0.000327512243790629,"SPZ9","115 21.0171250979998","-33 29.702671167246","115.21.10E","33.29.422S"
"619",619,3,346701.191138533,6292590.78059977,65.4545454545455,346758.043138243,6292616.74403808,0.000327512243790629,0.000327512243790629,"SPZ9","115 21.0232872705596","-33 29.700411794322","115.21.14E","33.29.420S"
"620",620,3,346701.191138533,6292590.78059977,65.4545454545455,346767.518471528,6292621.0712778,0.000327512243790629,0.000327512243790629,"SPZ9","115 21.0294494380195","-33 29.6981524161121","115.21.18E","33.29.419S"
"621",621,3,346701.191138533,6292590.78059977,65.4545454545455,346776.993804813,6292625.39851752,0.000327512243790629,0.000327512243790629,"SPZ9","115 21.0356116003202","-33 29.6958930326158","115.21.21E","33.29.418S"
"622",622,3,346701.191138533,6292590.78059977,65.4545454545455,346786.469138097,6292629.72575724,0.000327512243790629,0.000327512243790629,"SPZ9","115 21.0417737574598","-33 29.6936336438339","115.21.25E","33.29.416S"
"623",623,3,346701.191138533,6292590.78059977,65.4545454545455,346795.944471382,6292634.05299696,0.000327512243790629,0.000327512243790629,"SPZ9","115 21.0479359094403","-33 29.6913742497602","115.21.29E","33.29.415S"
"624",624,3,346701.191138533,6292590.78059977,65.4545454545455,346805.419804667,6292638.38023668,0.000327512243790629,0.000327512243790629,"SPZ9","115 21.0540980562597","-33 29.6891148504061","115.21.32E","33.29.413S"
"625",625,3,346701.191138533,6292590.78059977,65.4545454545455,346814.895137952,6292642.7074764,0.000327512243790629,0.000327512243790629,"SPZ9","115 21.0602601979199","-33 29.6868554457658","115.21.36E","33.29.412S"
"626",626,4,329301.191138533,6287050.78059977,65.4545454545455,329187.487139114,6286998.85372315,0.00029890734296532,0.00029890734296532,"SPZ10","115 9.61523112995977","-33 32.5794047467738","115.9.369E","33.32.348S"
"627",627,4,329301.191138533,6287050.78059977,65.4545454545455,329196.962472399,6287003.18096287,0.00029890734296532,0.00029890734296532,"SPZ10","115 9.62140126175946","-33 32.5771551248639","115.9.373E","33.32.346S"
"628",628,4,329301.191138533,6287050.78059977,65.4545454545455,329206.437805684,6287007.50820258,0.00029890734296532,0.00029890734296532,"SPZ10","115 9.62757138846015","-33 32.5749054976319","115.9.377E","33.32.345S"
"629",629,4,329301.191138533,6287050.78059977,65.4545454545455,329215.913138969,6287011.8354423,0.00029890734296532,0.00029890734296532,"SPZ10","115 9.63374151005992","-33 32.5726558650781","115.9.380E","33.32.344S"
"630",630,4,329301.191138533,6287050.78059977,65.4545454545455,329225.388472253,6287016.16268202,0.00029890734296532,0.00029890734296532,"SPZ10","115 9.63991162650054","-33 32.5704062272021","115.9.384E","33.32.342S"
"631",631,4,329301.191138533,6287050.78059977,65.4545454545455,329234.863805538,6287020.48992174,0.00029890734296532,0.00029890734296532,"SPZ10","115 9.64608173778009","-33 32.568156584004","115.9.388E","33.32.341S"
"632",632,4,329301.191138533,6287050.78059977,65.4545454545455,329244.339138823,6287024.81716146,0.00029890734296532,0.00029890734296532,"SPZ10","115 9.65225184395968","-33 32.565906935484","115.9.391E","33.32.340S"
"633",633,4,329301.191138533,6287050.78059977,65.4545454545455,329253.814472108,6287029.14440118,0.00029890734296532,0.00029890734296532,"SPZ10","115 9.65842194498012","-33 32.5636572816419","115.9.395E","33.32.338S"
"634",634,4,329301.191138533,6287050.78059977,65.4545454545455,329263.289805393,6287033.4716409,0.00029890734296532,0.00029890734296532,"SPZ10","115 9.66459204089964","-33 32.5614076224779","115.9.399E","33.32.337S"
"635",635,4,329301.191138533,6287050.78059977,65.4545454545455,329272.765138678,6287037.79888062,0.00029890734296532,0.00029890734296532,"SPZ10","115 9.67076213171919","-33 32.559157957992","115.9.402E","33.32.335S"
"636",636,4,329301.191138533,6287050.78059977,65.4545454545455,329282.240471963,6287042.12612033,0.00029890734296532,0.00029890734296532,"SPZ10","115 9.67693221731946","-33 32.5569082881899","115.9.406E","33.32.334S"
"637",637,4,329301.191138533,6287050.78059977,65.4545454545455,329291.715805248,6287046.45336005,0.00029890734296532,0.00029890734296532,"SPZ10","115 9.68310229787991","-33 32.55465861306","115.9.410E","33.32.333S"
"638",638,4,329301.191138533,6287050.78059977,65.4545454545455,329301.191138533,6287050.78059977,0.00029890734296532,0.00029890734296532,"SPZ10","115 9.68927237322011","-33 32.5524089326141","115.9.414E","33.32.331S"
"639",639,4,329301.191138533,6287050.78059977,65.4545454545455,329310.666471818,6287055.10783949,0.00029890734296532,0.00029890734296532,"SPZ10","115 9.69544244351952","-33 32.5501592468402","115.9.417E","33.32.330S"
"640",640,4,329301.191138533,6287050.78059977,65.4545454545455,329320.141805103,6287059.43507921,0.00029890734296532,0.00029890734296532,"SPZ10","115 9.70161250859965","-33 32.5479095557498","115.9.421E","33.32.329S"
"641",641,4,329301.191138533,6287050.78059977,65.4545454545455,329329.617138388,6287063.76231893,0.00029890734296532,0.00029890734296532,"SPZ10","115 9.70778256857981","-33 32.5456598593317","115.9.425E","33.32.327S"
"642",642,4,329301.191138533,6287050.78059977,65.4545454545455,329339.092471673,6287068.08955865,0.00029890734296532,0.00029890734296532,"SPZ10","115 9.71395262346002","-33 32.5434101576039","115.9.428E","33.32.326S"
"643",643,4,329301.191138533,6287050.78059977,65.4545454545455,329348.567804958,6287072.41679837,0.00029890734296532,0.00029890734296532,"SPZ10","115 9.72012267318011","-33 32.5411604505423","115.9.432E","33.32.325S"
"644",644,4,329301.191138533,6287050.78059977,65.4545454545455,329358.043138243,6287076.74403808,0.00029890734296532,0.00029890734296532,"SPZ10","115 9.72629271780024","-33 32.5389107381702","115.9.436E","33.32.323S"
"645",645,4,329301.191138533,6287050.78059977,65.4545454545455,329367.518471528,6287081.0712778,0.00029890734296532,0.00029890734296532,"SPZ10","115 9.73246275726027","-33 32.5366610204699","115.9.439E","33.32.322S"
"646",646,4,329301.191138533,6287050.78059977,65.4545454545455,329376.993804813,6287085.39851752,0.00029890734296532,0.00029890734296532,"SPZ10","115 9.73863279156018","-33 32.5344112974478","115.9.443E","33.32.321S"
"647",647,4,329301.191138533,6287050.78059977,65.4545454545455,329386.469138097,6287089.72575724,0.00029890734296532,0.00029890734296532,"SPZ10","115 9.74480282076014","-33 32.53216156911","115.9.447E","33.32.319S"
"648",648,4,329301.191138533,6287050.78059977,65.4545454545455,329395.944471382,6287094.05299696,0.00029890734296532,0.00029890734296532,"SPZ10","115 9.75097284486013","-33 32.5299118354439","115.9.451E","33.32.318S"
"649",649,4,329301.191138533,6287050.78059977,65.4545454545455,329405.419804667,6287098.38023668,0.00029890734296532,0.00029890734296532,"SPZ10","115 9.75714286380001","-33 32.5276620964619","115.9.454E","33.32.317S"
"650",650,4,329301.191138533,6287050.78059977,65.4545454545455,329414.895137952,6287102.7074764,0.00029890734296532,0.00029890734296532,"SPZ10","115 9.76331287757979","-33 32.5254123521581","115.9.458E","33.32.315S"
"651",651,5,326749.191138533,6292313.78059977,98.1818181818182,326625.463458298,6292331.56995456,0.000599431964978597,0.000599431964978597,"SPZ11","115 8.02230657533995","-33 29.6702152663083","115.8.13E","33.29.402S"
"652",652,5,326749.191138533,6292313.78059977,98.1818181818182,326635.774098317,6292330.08750832,0.000599431964978597,0.000599431964978597,"SPZ11","115 8.02894563701993","-33 29.6711173909018","115.8.17E","33.29.403S"
"653",653,5,326749.191138533,6292313.78059977,98.1818181818182,326646.084738337,6292328.60506209,0.000599431964978597,0.000599431964978597,"SPZ11","115 8.03558470122031","-33 29.6720195096401","115.8.21E","33.29.403S"
"654",654,5,326749.191138533,6292313.78059977,98.1818181818182,326656.395378357,6292327.12261586,0.000599431964978597,0.000599431964978597,"SPZ11","115 8.04222376806041","-33 29.672921622522","115.8.25E","33.29.404S"
"655",655,5,326749.191138533,6292313.78059977,98.1818181818182,326666.706018376,6292325.64016963,0.000599431964978597,0.000599431964978597,"SPZ11","115 8.04886283741992","-33 29.6738237295482","115.8.29E","33.29.404S"
"656",656,5,326749.191138533,6292313.78059977,98.1818181818182,326677.016658396,6292324.1577234,0.000599431964978597,0.000599431964978597,"SPZ11","115 8.05550190935998","-33 29.6747258307238","115.8.33E","33.29.405S"
"657",657,5,326749.191138533,6292313.78059977,98.1818181818182,326687.327298415,6292322.67527716,0.000599431964978597,0.000599431964978597,"SPZ11","115 8.06214098394072","-33 29.6756279260379","115.8.37E","33.29.405S"
"658",658,5,326749.191138533,6292313.78059977,98.1818181818182,326697.637938435,6292321.19283093,0.000599431964978597,0.000599431964978597,"SPZ11","115 8.06878006103992","-33 29.6765300155018","115.8.41E","33.29.406S"
"659",659,5,326749.191138533,6292313.78059977,98.1818181818182,326707.948578455,6292319.7103847,0.000599431964978597,0.000599431964978597,"SPZ11","115 8.0754191407798","-33 29.6774320991099","115.8.45E","33.29.406S"
"660",660,5,326749.191138533,6292313.78059977,98.1818181818182,326718.259218474,6292318.22793847,0.000599431964978597,0.000599431964978597,"SPZ11","115 8.08205822304008","-33 29.6783341768559","115.8.49E","33.29.407S"
"661",661,5,326749.191138533,6292313.78059977,98.1818181818182,326728.569858494,6292316.74549224,0.000599431964978597,0.000599431964978597,"SPZ11","115 8.08869730794007","-33 29.6792362487521","115.8.53E","33.29.408S"
"662",662,5,326749.191138533,6292313.78059977,98.1818181818182,326738.880498513,6292315.263046,0.000599431964978597,0.000599431964978597,"SPZ11","115 8.09533639535948","-33 29.6801383147921","115.8.57E","33.29.408S"
"663",663,5,326749.191138533,6292313.78059977,98.1818181818182,326749.191138533,6292313.78059977,0.000599431964978597,0.000599431964978597,"SPZ11","115 8.10197548541958","-33 29.6810403749759","115.8.61E","33.29.409S"
"664",664,5,326749.191138533,6292313.78059977,98.1818181818182,326759.501778553,6292312.29815354,0.000599431964978597,0.000599431964978597,"SPZ11","115 8.10861457800008","-33 29.681942429304","115.8.65E","33.29.409S"
"665",665,5,326749.191138533,6292313.78059977,98.1818181818182,326769.812418572,6292310.81570731,0.000599431964978597,0.000599431964978597,"SPZ11","115 8.11525367322029","-33 29.682844477776","115.8.69E","33.29.410S"
"666",666,5,326749.191138533,6292313.78059977,98.1818181818182,326780.123058592,6292309.33326108,0.000599431964978597,0.000599431964978597,"SPZ11","115 8.12189277095992","-33 29.6837465203918","115.8.73E","33.29.410S"
"667",667,5,326749.191138533,6292313.78059977,98.1818181818182,326790.433698611,6292307.85081484,0.000599431964978597,0.000599431964978597,"SPZ11","115 8.12853187134024","-33 29.6846485571519","115.8.77E","33.29.411S"
"668",668,5,326749.191138533,6292313.78059977,98.1818181818182,326800.744338631,6292306.36836861,0.000599431964978597,0.000599431964978597,"SPZ11","115 8.13517097423998","-33 29.6855505880563","115.8.81E","33.29.411S"
"669",669,5,326749.191138533,6292313.78059977,98.1818181818182,326811.054978651,6292304.88592238,0.000599431964978597,0.000599431964978597,"SPZ11","115 8.14181007977944","-33 29.6864526131042","115.8.85E","33.29.412S"
